dataset_folder,model,seed_folder,dataset_exp_name,participation_method,seed_num,score,chance_level,chance_source,category_en,category_ch,subtype,dataset_name,path
Awakening_balanced_within_subject_linear_downsample,eegmamba,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.7677673526514955,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
Awakening_balanced_within_subject_linear_downsample,eegmamba,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.7874716981132075,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
Awakening_balanced_within_subject_linear_downsample,eegmamba,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.7274521788795478,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
Awakening_balanced_within_subject_linear_downsample,femba,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.9550373517832842,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
Awakening_balanced_within_subject_linear_downsample,femba,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.9499160049666628,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
Awakening_balanced_within_subject_linear_downsample,femba,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.94527809841392,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
Awakening_balanced_within_subject_linear_downsample,labram,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.9321611482966605,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
Awakening_balanced_within_subject_linear_downsample,labram,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.9262912125304938,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
Awakening_balanced_within_subject_linear_downsample,labram,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.9257626725437884,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
Awakening_balanced_within_subject_linear_downsample,neurogpt,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.8012916045702931,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
Awakening_balanced_within_subject_linear_downsample,neurogpt,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.8018312911929933,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
Awakening_balanced_within_subject_linear_downsample,neurogpt,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.8259218568335271,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
Awakening_balanced_within_subject_linear_downsample,neurolm,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.9221110797506933,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
Awakening_balanced_within_subject_linear_downsample,neurolm,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.9098138581429418,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
Awakening_balanced_within_subject_linear_downsample,neurolm,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.9281775041682698,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
Awakening_balanced_within_subject_linear_downsample,reve,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.5754337092514032,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
Awakening_balanced_within_subject_linear_downsample,reve,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.5744840996048421,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
Awakening_balanced_within_subject_linear_downsample,reve,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.6117393163668188,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
BCIC2A_wsn_within_subject_linear_downsample,bendr,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.19720505860275817,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
BCIC2A_wsn_within_subject_linear_downsample,bendr,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.24202604891628554,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
BCIC2A_wsn_within_subject_linear_downsample,bendr,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.21012637126856124,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
BCIC2A_wsn_within_subject_linear_downsample,biot,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.09984756097560976,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
BCIC2A_wsn_within_subject_linear_downsample,biot,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.08948194662480377,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
BCIC2A_wsn_within_subject_linear_downsample,biot,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.10410334346504559,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
BCIC2A_wsn_within_subject_linear_downsample,brainomni,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.2921158472758607,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
BCIC2A_wsn_within_subject_linear_downsample,brainomni,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.31227981281416545,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
BCIC2A_wsn_within_subject_linear_downsample,brainomni,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.3145059849570514,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
BCIC2A_wsn_within_subject_linear_downsample,cbramod,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.23029124822844232,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
BCIC2A_wsn_within_subject_linear_downsample,cbramod,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.2463312098625332,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
BCIC2A_wsn_within_subject_linear_downsample,cbramod,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.20265003418782426,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
BCIC2A_wsn_within_subject_linear_downsample,eegmamba,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.24637418166691236,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,eegmamba,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.2812255711051611,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,eegmamba,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.2895649723303956,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,femba,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.2709416625041625,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,femba,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.3284351900430457,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,femba,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.32195775240188684,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,labram,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.2803796339576227,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
BCIC2A_wsn_within_subject_linear_downsample,labram,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.25362892157529454,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
BCIC2A_wsn_within_subject_linear_downsample,labram,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.2688147881951737,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurogpt,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.2700990647195929,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurogpt,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.23507823285543972,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurogpt,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.2916097196039165,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurolm,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.28723871845662013,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurolm,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.2713206368073525,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurolm,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.29363019824102615,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
BCIC2A_wsn_within_subject_linear_downsample,reve,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.24307769199560708,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
BCIC2A_wsn_within_subject_linear_downsample,reve,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.27148309307876256,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
BCIC2A_wsn_within_subject_linear_downsample,reve,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.23314662849059659,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
BCI_Speech_within_subject_linear_downsample,bendr,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.21154127783172977,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
BCI_Speech_within_subject_linear_downsample,bendr,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.18382409995957502,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
BCI_Speech_within_subject_linear_downsample,bendr,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.1914554905982801,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
BCI_Speech_within_subject_linear_downsample,biot,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.2042052025372952,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
BCI_Speech_within_subject_linear_downsample,biot,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.19046701952307116,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
BCI_Speech_within_subject_linear_downsample,biot,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.2059330469181746,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
BCI_Speech_within_subject_linear_downsample,brainomni,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.19117087790694995,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
BCI_Speech_within_subject_linear_downsample,brainomni,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.18383314559978686,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
BCI_Speech_within_subject_linear_downsample,brainomni,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.16654545781165017,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
BCI_Speech_within_subject_linear_downsample,cbramod,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.20622638169515728,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
BCI_Speech_within_subject_linear_downsample,cbramod,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.2060004437564103,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
BCI_Speech_within_subject_linear_downsample,cbramod,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.18770100446343843,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
BCI_Speech_within_subject_linear_downsample,eegmamba,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.19778142848788197,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
BCI_Speech_within_subject_linear_downsample,eegmamba,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.20588701888569522,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
BCI_Speech_within_subject_linear_downsample,eegmamba,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.21734678225836404,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
BCI_Speech_within_subject_linear_downsample,femba,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.1217768814880474,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
BCI_Speech_within_subject_linear_downsample,femba,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.14092612386399522,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
BCI_Speech_within_subject_linear_downsample,femba,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.20100830458441718,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
BCI_Speech_within_subject_linear_downsample,labram,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.21498709469788696,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
BCI_Speech_within_subject_linear_downsample,labram,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.2151687353628038,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
BCI_Speech_within_subject_linear_downsample,labram,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.15916970431729144,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
BCI_Speech_within_subject_linear_downsample,neurogpt,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.16047500968449585,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
BCI_Speech_within_subject_linear_downsample,neurogpt,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.20265247022518137,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
